学校名,所在地,設置,T_,B1_T,B1_M,B1_F,B1_U,B2_T,B2_M,B2_F,B2_U,B3_T,B3_M,B3_F,B3_U,R1_T,R1_M,R1_F,R1_U,R2_T,R2_M,R2_F,R2_U,R3_T,R3_M,R3_F,R3_U,設置_meta,共別,中高,year,B_M,B_F,R_M,R_F,卒数
東大寺学園,奈良,私,14,3,3,0,0,4,4,0,0,2,2,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,男,中,1980,9,0,5,0,
桃山学院,大阪,私,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1980,1,0,0,0,
灘,兵庫,私,131,48,48,0,0,10,10,0,0,7,7,0,0,35,35,0,0,8,8,0,0,23,23,0,0,1,男,中,1980,65,0,66,0,
白陵,兵庫,私,8,1,1,0,0,2,2,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,1,共,中,1980,3,0,4,1,
函館ラ・サール,北海道,私,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,男,―,1980,1,0,3,0,
武蔵,東京,私,78,14,14,0,0,12,12,0,0,8,8,0,0,33,33,0,0,8,8,0,0,3,3,0,0,1,男,中,1980,34,0,44,0,
麻布,東京,私,106,22,22,0,0,15,15,0,0,7,7,0,0,37,37,0,0,22,22,0,0,3,3,0,0,1,男,中,1980,44,0,62,0,
明治学園,福岡,私,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1980,0,1,0,0,
明星,大阪,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1980,0,0,1,0,
洛星,京都,私,25,6,6,0,0,4,4,0,0,3,3,0,0,7,7,0,0,3,3,0,0,2,2,0,0,1,男,中,1980,13,0,12,0,
洛南,京都,私,3,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1980,2,0,1,0,
立教女学院,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,中,1980,0,0,0,1,
六甲,兵庫,私,5,1,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,男,中,1980,2,0,3,0,
雙葉,東京,私,6,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,0,0,0,0,0,女,中,1980,0,3,0,3,
獨協,東京,私,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1980,1,0,1,0,
九段,東京,都,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1980,2,0,2,0,
戸山,東京,都,28,5,5,0,0,5,5,0,0,4,4,0,0,12,12,0,0,2,2,0,0,0,0,0,0,1,共,―,1980,14,0,14,0,
国立,東京,都,32,4,4,0,0,6,6,0,0,3,2,0,1,16,15,0,1,3,3,0,0,0,0,0,0,1,共,―,1980,12,0,18,0,
小石川,東京,都,13,1,1,0,0,1,1,0,0,1,1,0,0,5,5,0,0,5,5,0,0,0,0,0,0,1,共,―,1980,3,0,10,0,
新宿,東京,都,5,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,3,0,0,0,0,0,0,1,共,―,1980,1,0,4,0,
西,東京,都,37,3,3,0,0,7,7,0,0,4,3,1,0,15,15,0,0,6,4,1,1,2,2,0,0,1,共,―,1980,13,1,21,1,
青山,東京,都,33,8,7,1,0,3,2,1,0,4,4,0,0,10,10,0,0,8,5,3,0,0,0,0,0,1,共,―,1980,13,2,15,3,
日比谷,東京,都,10,1,1,0,0,1,1,0,0,2,2,0,0,3,3,0,0,3,3,0,0,0,0,0,0,1,共,―,1980,4,0,6,0,
白鷗,東京,都,6,0,0,0,0,0,0,0,0,3,3,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1980,3,0,3,0,
富士,東京,都,27,4,4,0,0,2,1,1,0,5,3,2,0,10,10,0,0,6,5,0,1,0,0,0,0,1,共,―,1980,8,3,15,0,
立川,東京,都,22,2,2,0,0,4,3,0,1,5,4,0,1,5,5,0,0,6,6,0,0,0,0,0,0,1,共,―,1980,9,0,11,0,
両国,東京,都,11,0,0,0,0,3,3,0,0,1,1,0,0,6,6,0,0,1,1,0,0,0,0,0,0,1,共,―,1980,4,0,7,0,
札幌南,北海道,道,12,4,3,1,0,2,2,0,0,0,0,0,0,4,4,0,0,2,1,1,0,0,0,0,0,1,共,―,1980,5,1,5,1,
札幌北,北海道,道,9,2,2,0,0,0,0,0,0,1,1,0,0,3,3,0,0,3,3,0,0,0,0,0,0,1,共,―,1980,3,0,6,0,
室蘭栄,北海道,道,5,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1980,1,0,4,0,
函館中部,北海道,道,5,0,0,0,0,1,1,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1980,3,0,2,0,
三国丘,大阪,府,8,2,2,0,0,1,1,0,0,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1980,4,0,4,0,
大手前,大阪,府,4,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1980,2,0,2,0,
天王寺,大阪,府,10,3,3,0,0,2,2,0,0,0,0,0,0,4,4,0,0,1,0,1,0,0,0,0,0,1,共,―,1980,5,0,4,1,
北野,大阪,府,12,3,2,0,1,2,2,0,0,1,1,0,0,4,3,1,0,2,2,0,0,0,0,0,0,1,共,―,1980,5,0,5,1,
大検,―,―,6,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,―,―,1980,3,0,3,0,
旭丘,愛知,県,27,6,6,0,0,2,2,0,0,5,5,0,0,10,10,0,0,4,2,2,0,0,0,0,0,1,共,―,1981,13,0,12,2,
安積,福島,県,6,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,男,―,1981,3,0,3,0,
伊勢,三重,県,5,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,0,4,0,
伊勢崎東,群馬,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
宇都宮,栃木,県,8,1,1,0,0,1,1,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,男,―,1981,4,0,4,0,
宇部,山口,県,7,3,3,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,4,0,3,0,
浦和,埼玉,県,51,11,11,0,0,10,10,0,0,2,2,0,0,20,20,0,0,7,7,0,0,1,1,0,0,1,男,―,1981,23,0,28,0,
横須賀,神奈川,県,9,0,0,0,0,2,2,0,0,2,2,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,4,0,5,0,
横浜翠嵐,神奈川,県,14,0,0,0,0,1,1,0,0,4,3,1,0,2,2,0,0,6,4,2,0,1,1,0,0,1,共,―,1981,4,1,7,2,
横浜緑ケ丘,神奈川,県,5,1,1,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,4,0,1,0,
岡崎,愛知,県,6,2,2,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,3,0,3,0,
岡崎北,愛知,県,4,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,0,3,0,
岡山操山,岡山,県,8,2,2,0,0,0,0,0,0,1,0,1,0,3,3,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,2,1,5,0,
岡山大安寺,岡山,県,4,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,0,1,3,0,
岡山朝日,岡山,県,11,2,2,0,0,2,2,0,0,1,1,0,0,4,4,0,0,2,1,1,0,0,0,0,0,1,共,―,1981,5,0,5,1,
岡山芳泉,岡山,県,13,6,6,0,0,2,2,0,0,2,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,共,―,1981,9,1,1,2,
屋代,長野,県,4,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,0,2,0,
下関西,山口,県,4,0,0,0,0,1,1,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,1,0,2,0,
加納,岐阜,県,13,1,1,0,0,4,3,1,0,1,0,1,0,6,6,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,4,2,7,0,
会津,福島,県,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,0,0,2,0,
観音寺第一,香川,県,4,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,2,0,2,0,
丸亀,香川,県,5,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,4,0,1,0,
岐阜,岐阜,県,9,3,3,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,7,0,2,0,
希望ケ丘,神奈川,県,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,0,0,0,0,1,共,―,1981,1,0,2,1,
気仙沼,宮城,県,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,1,0,0,0,
宮崎西,宮崎,県,10,2,2,0,0,2,1,1,0,0,0,0,0,3,3,0,0,3,2,0,1,0,0,0,0,1,共,―,1981,3,1,5,0,
宮崎大宮,宮崎,県,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,0,0,4,0,
桐蔭,和歌山,県,6,1,1,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,1,0,5,0,
錦江湾,鹿児島,県,5,0,0,0,0,0,0,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,0,4,0,
金沢泉丘,石川,県,6,2,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,2,1,3,0,
熊谷,埼玉,県,10,3,3,0,0,0,0,0,0,1,1,0,0,5,5,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,4,0,6,0,
熊本,熊本,県,16,5,5,0,0,1,1,0,0,2,2,0,0,8,8,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,8,0,8,0,
古川,宮城,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
光陵,神奈川,県,18,0,0,0,0,5,5,0,0,3,1,2,0,7,6,0,1,3,2,1,0,0,0,0,0,1,共,―,1981,6,2,8,1,
厚木,神奈川,県,13,4,4,0,0,1,1,0,0,0,0,0,0,6,6,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,5,0,8,0,
甲南,鹿児島,県,5,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,共,―,1981,0,0,5,0,
甲府南,山梨,県,4,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,2,0,2,0,
高岡,富山,県,24,2,2,0,0,4,2,1,1,2,1,1,0,8,7,0,1,7,6,1,0,1,1,0,0,1,共,―,1981,5,2,14,1,
高崎,群馬,県,10,2,2,0,0,3,3,0,0,0,0,0,0,3,3,0,0,2,2,0,0,0,0,0,0,1,男,―,1981,5,0,5,0,
高崎女子,群馬,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1981,0,1,0,0,
高松,香川,県,16,6,5,0,1,1,1,0,0,3,2,1,0,5,5,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,8,1,6,0,
高田,新潟,県,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,0,0,4,0,
佐賀西,佐賀,県,5,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,3,0,2,0,
佐野,栃木,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,男,―,1981,0,0,1,0,
山形東,山形,県,8,5,5,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,6,0,2,0,
四日市,三重,県,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,0,0,4,0,
時習館,愛知,県,7,2,2,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,4,0,3,0,
修猷館,福岡,県,23,5,5,0,0,2,2,0,0,2,1,1,0,10,10,0,0,3,3,0,0,1,1,0,0,1,共,―,1981,8,1,14,0,
秋田,秋田,県,6,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,0,5,0,
渋川,群馬,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
春日部,埼玉,県,8,0,0,0,0,1,1,0,0,0,0,0,0,5,5,0,0,2,2,0,0,0,0,0,0,1,男,―,1981,1,0,7,0,
小倉,福岡,県,9,2,2,0,0,0,0,0,0,1,1,0,0,4,4,0,0,1,1,0,0,1,0,1,0,1,共,―,1981,3,0,5,1,
松江北,島根,県,5,0,0,0,0,2,2,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,3,0,2,0,
松山東,愛媛,県,12,2,1,1,0,1,1,0,0,2,1,1,0,4,4,0,0,3,3,0,0,0,0,0,0,1,共,―,1981,3,2,7,0,
松本深志,長野,県,10,2,2,0,0,1,1,0,0,3,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,6,0,4,0,
湘南,神奈川,県,49,5,5,0,0,9,7,2,0,10,5,5,0,17,17,0,0,7,4,3,0,1,1,0,0,1,共,―,1981,17,7,22,3,
城南,徳島,県,5,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,共,―,1981,3,0,2,0,
新潟,新潟,県,10,0,0,0,0,1,1,0,0,2,2,0,0,4,4,0,0,3,2,1,0,0,0,0,0,1,共,―,1981,3,0,6,1,
新居浜西,愛媛,県,4,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,2,0,2,0,
真岡,栃木,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,1,0,0,0,
神戸,兵庫,県,7,3,2,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,3,1,2,0,
諏訪清陵,長野,県,10,1,1,0,0,2,2,0,0,1,1,0,0,4,4,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,4,0,6,0,
水戸第一,茨城,県,13,3,3,0,0,3,3,0,0,1,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,7,0,6,0,
清水東,静岡,県,10,0,0,0,0,0,0,0,0,1,1,0,0,4,4,0,0,4,4,0,0,1,1,0,0,1,共,―,1981,1,0,9,0,
盛岡第一,岩手,県,9,3,3,0,0,2,2,0,0,0,0,0,0,2,2,0,0,2,1,0,1,0,0,0,0,1,共,―,1981,5,0,3,0,
静岡,静岡,県,18,4,4,0,0,4,4,0,0,1,0,1,0,5,5,0,0,4,2,2,0,0,0,0,0,1,共,―,1981,8,1,7,2,
仙台第一,宮城,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
仙台第二,宮城,県,9,1,1,0,0,1,1,0,0,3,3,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,5,0,4,0,
千種,愛知,県,29,3,3,0,0,8,8,0,0,5,5,0,0,9,9,0,0,4,4,0,0,0,0,0,0,1,共,―,1981,16,0,13,0,
千葉,千葉,県,40,6,4,2,0,7,7,0,0,8,6,1,1,11,10,0,1,8,7,1,0,0,0,0,0,1,共,―,1981,17,3,17,1,
千葉女子,千葉,県,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1981,0,1,0,0,
川越,埼玉,県,4,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,2,0,2,0,
船橋,千葉,県,9,1,1,0,0,2,2,0,0,0,0,0,0,3,3,0,0,3,2,0,1,0,0,0,0,1,共,―,1981,3,0,5,0,
前橋,群馬,県,6,1,1,0,0,0,0,0,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,4,0,2,0,
膳所,滋賀,県,4,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,2,0,1,0,
倉敷南,岡山,県,5,1,1,0,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,2,1,2,0,
足利,栃木,県,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,1,0,0,0,
太田,群馬,県,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,0,0,2,0,
大田原,栃木,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
第一女子,宮城,県,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,女,―,1981,0,0,0,1,
長崎西,長崎,県,4,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,共,―,1981,1,0,3,0,
長崎南,長崎,県,4,1,1,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,4,0,0,0,
長野,長野,県,12,0,0,0,0,3,3,0,0,1,1,0,0,5,5,0,0,3,3,0,0,0,0,0,0,1,共,―,1981,4,0,8,0,
鳥取西,鳥取,県,5,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,2,0,3,0,
津,三重,県,5,3,3,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,3,1,1,0,
鶴丸,鹿児島,県,18,3,3,0,0,2,2,0,0,3,3,0,0,6,4,2,0,4,4,0,0,0,0,0,0,1,共,―,1981,8,0,8,2,
土浦第一,茨城,県,5,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,共,―,1981,2,0,3,0,
東葛飾,千葉,県,10,1,1,0,0,1,1,0,0,0,0,0,0,3,3,0,0,2,2,0,0,3,3,0,0,1,共,―,1981,2,0,8,0,
藤枝東,静岡,県,5,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,1,0,4,0,
藤島,福井,県,15,5,5,0,0,2,2,0,0,4,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,11,0,4,0,
徳山,山口,県,6,2,2,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,3,0,3,0,
栃木,栃木,県,6,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,0,0,0,0,0,0,1,男,―,1981,1,0,5,0,
韮山,静岡,県,5,1,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,2,0,3,0,
白河,福島,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
白河女子,福島,県,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1981,0,1,0,0,
飯田,長野,県,4,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,0,3,0,
磐城,福島,県,8,1,1,0,0,1,1,0,0,2,2,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,4,0,4,0,
磐田南,静岡,県,4,0,0,0,0,1,0,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,1,0,2,0,
姫路西,兵庫,県,11,3,3,0,0,4,4,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,1,共,―,1981,8,0,2,1,
浜松北,静岡,県,13,2,2,0,0,1,1,0,0,1,1,0,0,8,8,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,4,0,9,0,
富山,富山,県,16,1,1,0,0,1,1,0,0,4,2,2,0,6,5,1,0,4,4,0,0,0,0,0,0,1,共,―,1981,4,2,9,1,
富山中部,富山,県,25,6,2,4,0,2,2,0,0,1,0,1,0,10,10,0,0,6,6,0,0,0,0,0,0,1,共,―,1981,4,5,16,0,
福岡,福岡,県,4,1,1,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,共,―,1981,1,0,3,0,
福島,福島,県,8,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,0,0,0,0,0,0,1,男,―,1981,0,0,8,0,
福島女子,福島,県,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,―,1981,0,0,0,1,
平塚江南,神奈川,県,11,3,3,0,0,0,0,0,0,3,2,1,0,2,2,0,0,3,3,0,0,0,0,0,0,1,共,―,1981,5,1,5,0,
米子東,鳥取,県,4,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,2,0,2,0,
豊橋南,愛知,県,4,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,1,2,0,
木更津,千葉,県,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,共,―,1981,1,0,3,0,
野沢北,長野,県,6,1,1,0,0,0,0,0,0,1,0,1,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,―,1981,1,1,4,0,
お茶の水女子大附,東京,国,16,0,0,0,0,2,0,2,0,5,0,5,0,2,0,2,0,5,0,5,0,2,0,2,0,0,女,中,1981,0,7,0,9,
金沢大附,石川,国,21,8,8,0,0,3,3,0,0,1,1,0,0,6,5,1,0,3,2,0,1,0,0,0,0,1,共,中,1981,12,0,7,1,
広島大附,広島,国,21,6,6,0,0,4,4,0,0,4,4,0,0,5,4,1,0,2,2,0,0,0,0,0,0,1,共,中,1981,14,0,6,1,
広島大附福山,広島,国,12,3,3,0,0,4,4,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,中,1981,8,0,4,0,
大阪教育大附池田,大阪,国,6,1,1,0,0,0,0,0,0,1,1,0,0,3,3,0,0,1,1,0,0,0,0,0,0,1,共,中,1981,2,0,4,0,
大阪教育大附天王寺,大阪,国,13,2,2,0,0,2,2,0,0,1,0,1,0,5,4,0,1,3,3,0,0,0,0,0,0,1,共,中,1981,4,1,7,0,
大阪教育大附平野,大阪,国,4,1,1,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,共,中,1981,2,0,2,0,
筑波大附,東京,国,72,13,13,0,0,15,10,5,0,9,3,6,0,20,13,7,0,14,8,5,1,1,1,0,0,1,共,中,1981,26,11,22,12,
筑波大附駒場,東京,国,110,41,41,0,0,8,8,0,0,10,10,0,0,30,30,0,0,14,14,0,0,7,7,0,0,1,男,中,1981,59,0,51,0,
東京学芸大附,東京,国,89,15,13,2,0,10,8,2,0,11,4,7,0,28,23,5,0,22,7,14,1,3,3,0,0,1,共,中,1981,25,11,33,19,
石巻市立女子,宮城,市,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,―,1981,0,1,0,0,
ノートルダム清心,広島,私,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1981,0,2,0,0,
フェリス女学院,神奈川,私,5,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,女,中,1981,0,2,0,3,
ラ・サール,鹿児島,私,88,25,25,0,0,3,3,0,0,10,10,0,0,29,29,0,0,13,13,0,0,8,8,0,0,1,男,中,1981,38,0,50,0,
愛光,愛媛,私,43,12,12,0,0,6,6,0,0,0,0,0,0,14,14,0,0,10,10,0,0,1,1,0,0,1,男,中,1981,18,0,25,0,
茨城,茨城,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,中,1981,0,0,1,0,
栄光学園,神奈川,私,75,18,18,0,0,15,15,0,0,3,3,0,0,28,28,0,0,9,9,0,0,2,2,0,0,1,男,中,1981,36,0,39,0,
横浜共立学園,神奈川,私,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,女,中,1981,0,1,0,0,
海城,東京,私,4,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1981,3,0,1,0,
開成,東京,私,135,45,45,0,0,20,20,0,0,4,4,0,0,48,48,0,0,16,16,0,0,2,2,0,0,1,男,中,1981,69,0,66,0,
学習院高等科,東京,私,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,男,中,1981,1,0,1,0,
久留米大学附設,福岡,私,31,4,4,0,0,8,8,0,0,3,3,0,0,13,13,0,0,3,3,0,0,0,0,0,0,1,男,中,1981,15,0,16,0,
暁星,東京,私,5,1,1,0,0,0,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,男,中,1981,3,0,2,0,
桐蔭学園,神奈川,私,22,3,3,0,0,4,4,0,0,2,2,0,0,4,4,0,0,9,9,0,0,0,0,0,0,1,男,中,1981,9,0,13,0,
桐朋,東京,私,38,6,6,0,0,3,3,0,0,8,8,0,0,14,14,0,0,5,5,0,0,2,2,0,0,1,男,中,1981,17,0,21,0,
駒場東邦,東京,私,35,3,3,0,0,9,9,0,0,3,3,0,0,11,11,0,0,9,9,0,0,0,0,0,0,1,男,中,1981,15,0,20,0,
慶應義塾,神奈川,私,4,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,1,男,中,1981,1,0,3,0,
慶應義塾志木,埼玉,私,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,男,―,1981,0,0,1,0,
光塩女子学院高等科,東京,私,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,女,中,1981,0,0,0,1,
